0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0.0,1.8101935,2.3453536,0.0,0.0,0.0,0.0,1.6448853,0.0,0.0,0.0,0.0,0.0,2.328904,0.0,2.902526,3.7847133,0.0,0.0,0.0,2.3533278,0.0,0.0,3.5629575,0.0,2.5905151,3.129878,2.8465292,2.0987148,0.23203516,1.4329891,3.0601068,0.0,0.0,0.0,2.776723,0.38708872,0.0,0.0,0.96807444,0.0,0.0,2.851755,1.5701737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48910704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4855641,0.0,0.0,0.0,1.9669235,0.0,0.0,0.0,0.0,0.0,2.8844285,0.4265766,0.0,2.8506615,0.0,1.1912035,0.0,0.0,2.6861174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5443392,1.5640547,0.00029366836,0.0,0.8874214,0.0,0.0,10.242754,25.259846,6.157735,1.3855215,2.7336342,0.0,8.501128,0.0,0.0,0.016355518,0.0,0.0,23.912146,0.0,33.142323,40.1967,0.0,0.0,0.0,13.970804,0.0,0.0,41.9265,7.056398,32.199955,39.520233,23.351929,24.24742,18.119177,7.7433195,38.15597,0.0,13.008654,0.0,44.591877,13.370419,0.0,0.0,2.436468,0.0,0.0,30.97029,23.3039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.558018,0.0,0.0,0.0,0.0,0.0,0.0,5.9653926,0.0,0.0,0.0,0.0,21.76444,0.0,0.0,0.0,18.89649,0.0,0.0,0.0,0.0,0.0,28.636889,8.94543,0.0,32.07428,0.023414254,18.213678,0.0,0.0,39.658066,0.0,0.0,0.0,8.012986,5.824353,0.3773659,0.0,0.0,0.0,0.0,6.662977,0.0,24.254519,6.522586,1.1391059,0.0,18.017889,0.0
0.0,1.2256943,1.9493675,0.0,0.0033511966,0.0,0.0,0.7308372,0.0,0.0,0.0,0.0,0.0,1.9105667,0.0,2.5644665,3.1299047,0.0,0.0,0.0,1.4633281,0.0,0.0,3.0458393,0.069589205,2.1733963,2.8593826,2.156941,1.5432729,0.45565036,0.8374496,2.6291761,0.0,0.24900344,0.0,2.883492,0.7801289,0.0,0.0,0.27059478,0.0,0.0,2.184276,1.3854675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44624764,0.0,0.0,0.0,0.0,0.0,0.0,0.028416254,0.0,0.0,0.0,0.0,1.4657401,0.0,0.0,0.0,1.4150468,0.0,0.0,0.0,0.0,0.0,2.4056911,0.32756516,0.0,2.4731448,0.0,1.0827914,0.0,0.0,2.5696049,0.0,0.0,0.0,0.0,0.5470523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4084748,0.61613965,0.0065583065,0.0,1.0891106,0.0,0.0,10.242754,25.259846,6.157735,1.3855215,2.7336342,0.0,8.501128,0.0,0.0,0.016355518,0.0,0.0,23.912146,0.0,33.142323,40.1967,0.0,0.0,0.0,13.970804,0.0,0.0,41.9265,7.056398,32.199955,39.520233,23.351929,24.24742,18.119177,7.7433195,38.15597,0.0,13.008654,0.0,44.591877,13.370419,0.0,0.0,2.436468,0.0,0.0,30.97029,23.3039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.558018,0.0,0.0,0.0,0.0,0.0,0.0,5.9653926,0.0,0.0,0.0,0.0,21.76444,0.0,0.0,0.0,18.89649,0.0,0.0,0.0,0.0,0.0,28.636889,8.94543,0.0,32.07428,0.023414254,18.213678,0.0,0.0,39.658066,0.0,0.0,0.0,8.012986,5.824353,0.3773659,0.0,0.0,0.0,0.0,6.662977,0.0,24.254519,6.522586,1.1391059,0.0,18.017889,0.0
0.0,1.1472555,1.8963268,0.0,0.11755107,0.0,0.0,0.47845387,0.0,0.0,0.0,0.0,0.0,1.85525,0.0,2.5124722,2.9714177,0.0,0.0,0.0,1.2328064,0.0,0.0,2.9127908,0.17340459,2.0005844,2.74933,1.9793162,1.3899541,0.5136076,0.7750892,2.5498898,0.0,0.27396306,0.0,2.9617782,0.99227244,0.0,0.0,0.079426974,0.0,0.0,1.9941533,1.4186027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48875636,0.0,0.0,0.0,0.0,0.0,0.0,0.15786019,0.0,0.0,0.0,0.0,1.4977518,0.0,0.0,0.0,1.2642689,0.0,0.0,0.0,0.0,0.0,2.267546,0.28397515,0.0,2.3256588,0.0,1.1573582,0.0,0.0,2.6377237,0.0,0.0,0.0,0.0,0.671911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.411187,0.44171178,0.15779532,0.0,1.1802319,0.0,0.0,10.242754,25.259846,6.157735,1.3855215,2.7336342,0.0,8.501128,0.0,0.0,0.016355518,0.0,0.0,23.912146,0.0,33.142323,40.1967,0.0,0.0,0.0,13.970804,0.0,0.0,41.9265,7.056398,32.199955,39.520233,23.351929,24.24742,18.119177,7.7433195,38.15597,0.0,13.008654,0.0,44.591877,13.370419,0.0,0.0,2.436468,0.0,0.0,30.97029,23.3039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.558018,0.0,0.0,0.0,0.0,0.0,0.0,5.9653926,0.0,0.0,0.0,0.0,21.76444,0.0,0.0,0.0,18.89649,0.0,0.0,0.0,0.0,0.0,28.636889,8.94543,0.0,32.07428,0.023414254,18.213678,0.0,0.0,39.658066,0.0,0.0,0.0,8.012986,5.824353,0.3773659,0.0,0.0,0.0,0.0,6.662977,0.0,24.254519,6.522586,1.1391059,0.0,18.017889,0.0
0.0,1.0729104,1.8477064,0.0,0.23484889,0.0,0.0,0.2490038,0.0,0.0,0.0,0.0,0.0,1.8115101,0.0,2.4635148,2.8151865,0.0,0.0,0.0,1.0162047,0.0,0.0,2.7799952,0.27472973,1.830509,2.6411312,1.8102813,1.2456346,0.5727683,0.72530425,2.4733102,0.0,0.28214872,0.0,3.0283136,1.1949065,0.0,0.0,0.0,0.0,0.0,1.8139052,1.4497385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52943027,0.0,0.0,0.0,0.0,0.0,0.0,0.27939796,0.0,0.0,0.0,0.0,1.5225888,0.0,0.0,0.0,1.1258726,0.0,0.0,0.0,0.0,0.0,2.1342072,0.24072541,0.0,2.178912,0.0,1.2322471,0.0,0.0,2.7040546,0.0,0.0,0.0,0.0,0.7844958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4154322,0.2863432,0.30497634,0.0,1.2595083,0.0,0.0,10.242754,25.259846,6.157735,1.3855215,2.7336342,0.0,8.501128,0.0,0.0,0.016355518,0.0,0.0,23.912146,0.0,33.142323,40.1967,0.0,0.0,0.0,13.970804,0.0,0.0,41.9265,7.056398,32.199955,39.520233,23.351929,24.24742,18.119177,7.7433195,38.15597,0.0,13.008654,0.0,44.591877,13.370419,0.0,0.0,2.436468,0.0,0.0,30.97029,23.3039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.558018,0.0,0.0,0.0,0.0,0.0,0.0,5.9653926,0.0,0.0,0.0,0.0,21.76444,0.0,0.0,0.0,18.89649,0.0,0.0,0.0,0.0,0.0,28.636889,8.94543,0.0,32.07428,0.023414254,18.213678,0.0,0.0,39.658066,0.0,0.0,0.0,8.012986,5.824353,0.3773659,0.0,0.0,0.0,0.0,6.662977,0.0,24.254519,6.522586,1.1391059,0.0,18.017889,0.0
0.0,1.441731,1.8200337,0.0,0.0,0.0,0.0,2.0219364,0.0,0.0,0.0,0.0,0.0,1.7481811,0.0,2.1693163,3.6220303,0.0,0.0,0.0,2.07203,0.0,0.0,2.8919005,0.0,2.5973666,3.0901814,2.2539022,2.1907747,0.62517023,1.3542205,3.4567685,0.0,0.0,0.0,2.65655,0.40378112,0.0,0.0,0.5890062,0.0,0.0,2.9822218,1.4781762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44142604,0.0,0.0,0.0,0.0,0.0,0.0,0.2399072,0.0,0.0,0.0,0.0,1.4736748,0.0,0.0,0.0,2.1652808,0.0,0.0,0.0,0.0,0.0,2.535411,0.40826765,0.0,2.5493412,0.0,0.963779,0.0,0.0,2.6814091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2036389,1.329728,0.015072603,0.0,0.772484,0.0,0.0,10.242754,25.259846,6.157735,1.3855215,2.7336342,0.0,8.501128,0.0,0.0,0.016355518,0.0,0.0,23.912146,0.0,33.142323,40.1967,0.0,0.0,0.0,13.970804,0.0,0.0,41.9265,7.056398,32.199955,39.520233,23.351929,24.24742,18.119177,7.7433195,38.15597,0.0,13.008654,0.0,44.591877,13.370419,0.0,0.0,2.436468,0.0,0.0,30.97029,23.3039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.558018,0.0,0.0,0.0,0.0,0.0,0.0,5.9653926,0.0,0.0,0.0,0.0,21.76444,0.0,0.0,0.0,18.89649,0.0,0.0,0.0,0.0,0.0,28.636889,8.94543,0.0,32.07428,0.023414254,18.213678,0.0,0.0,39.658066,0.0,0.0,0.0,8.012986,5.824353,0.3773659,0.0,0.0,0.0,0.0,6.662977,0.0,24.254519,6.522586,1.1391059,0.0,18.017889,0.0
0.0,0.8630906,1.428079,0.0,0.21908551,0.0,0.0,1.1133517,0.0,0.0,0.0,0.0,0.0,1.3325343,0.0,1.8344452,2.972539,0.0,0.0,0.0,1.1881785,0.0,0.0,2.3793464,0.29877216,2.1823971,2.8217592,1.5692033,1.6390415,0.8466783,0.7639396,3.0299883,0.0,0.0,0.0,2.7640257,0.7960826,0.0,0.0,0.0,0.0,0.0,2.3195715,1.2968054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39928424,0.0,0.0,0.0,0.0,0.0,0.0,0.32753775,0.0,0.0,0.0,0.0,1.4548613,0.0,0.0,0.0,1.6165736,0.0,0.0,0.0,0.0,0.0,2.059688,0.30959558,0.0,2.1747122,0.0,0.8578133,0.0,0.0,2.5673237,0.0,0.0,0.0,0.0,0.47237387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0694736,0.3884809,0.06832754,0.0,0.9742019,0.0,0.0,10.242754,25.259846,6.157735,1.3855215,2.7336342,0.0,8.501128,0.0,0.0,0.016355518,0.0,0.0,23.912146,0.0,33.142323,40.1967,0.0,0.0,0.0,13.970804,0.0,0.0,41.9265,7.056398,32.199955,39.520233,23.351929,24.24742,18.119177,7.7433195,38.15597,0.0,13.008654,0.0,44.591877,13.370419,0.0,0.0,2.436468,0.0,0.0,30.97029,23.3039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.558018,0.0,0.0,0.0,0.0,0.0,0.0,5.9653926,0.0,0.0,0.0,0.0,21.76444,0.0,0.0,0.0,18.89649,0.0,0.0,0.0,0.0,0.0,28.636889,8.94543,0.0,32.07428,0.023414254,18.213678,0.0,0.0,39.658066,0.0,0.0,0.0,8.012986,5.824353,0.3773659,0.0,0.0,0.0,0.0,6.662977,0.0,24.254519,6.522586,1.1391059,0.0,18.017889,0.0
0.0,0.78474426,1.3751471,0.0,0.33336264,0.0,0.0,0.86166584,0.0,0.0,0.0,0.0,0.0,1.2775785,0.0,1.7825478,2.8140893,0.0,0.0,0.0,0.95815563,0.0,0.0,2.246371,0.40250015,2.0096917,2.7116835,1.3918356,1.4861056,0.9047095,0.70209396,2.950766,0.0,0.0,0.0,2.8418996,1.007959,0.0,0.0,0.0,0.0,0.0,2.1297767,1.32991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44170398,0.0,0.0,0.0,0.0,0.0,0.0,0.45663798,0.0,0.0,0.0,0.0,1.4866807,0.0,0.0,0.0,1.4662948,0.0,0.0,0.0,0.0,0.0,1.9217507,0.26601374,0.0,2.0272079,0.0,0.932377,0.0,0.0,2.635252,0.0,0.0,0.0,0.0,0.59675884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0721908,0.21473499,0.21948397,0.0,1.0649234,0.0,0.0,10.242754,25.259846,6.157735,1.3855215,2.7336342,0.0,8.501128,0.0,0.0,0.016355518,0.0,0.0,23.912146,0.0,33.142323,40.1967,0.0,0.0,0.0,13.970804,0.0,0.0,41.9265,7.056398,32.199955,39.520233,23.351929,24.24742,18.119177,7.7433195,38.15597,0.0,13.008654,0.0,44.591877,13.370419,0.0,0.0,2.436468,0.0,0.0,30.97029,23.3039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.558018,0.0,0.0,0.0,0.0,0.0,0.0,5.9653926,0.0,0.0,0.0,0.0,21.76444,0.0,0.0,0.0,18.89649,0.0,0.0,0.0,0.0,0.0,28.636889,8.94543,0.0,32.07428,0.023414254,18.213678,0.0,0.0,39.658066,0.0,0.0,0.0,8.012986,5.824353,0.3773659,0.0,0.0,0.0,0.0,6.662977,0.0,24.254519,6.522586,1.1391059,0.0,18.017889,0.0
0.0,0.7104386,1.3265464,0.0,0.45063746,0.0,0.0,0.6324096,0.0,0.0,0.0,0.0,0.0,1.233972,0.0,1.733597,2.657861,0.0,0.0,0.0,0.74170977,0.0,0.0,2.1135921,0.50377035,1.8396196,2.6034608,1.2229112,1.3419398,0.96385217,0.652473,2.874186,0.0,0.0,0.0,2.9083092,1.2104952,0.0,0.0,0.0,0.0,0.0,1.9496169,1.3610482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4823181,0.0,0.0,0.0,0.0,0.0,0.0,0.5780695,0.0,0.0,0.0,0.0,1.5114783,0.0,0.0,0.0,1.3280988,0.0,0.0,0.0,0.0,0.0,1.7885062,0.22277862,0.0,1.8804047,0.0,1.0072662,0.0,0.0,2.7015166,0.0,0.0,0.0,0.0,0.7092117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0764514,0.059607185,0.36659822,0.0,1.1441011,0.0,0.0,10.242754,25.259846,6.157735,1.3855215,2.7336342,0.0,8.501128,0.0,0.0,0.016355518,0.0,0.0,23.912146,0.0,33.142323,40.1967,0.0,0.0,0.0,13.970804,0.0,0.0,41.9265,7.056398,32.199955,39.520233,23.351929,24.24742,18.119177,7.7433195,38.15597,0.0,13.008654,0.0,44.591877,13.370419,0.0,0.0,2.436468,0.0,0.0,30.97029,23.3039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.558018,0.0,0.0,0.0,0.0,0.0,0.0,5.9653926,0.0,0.0,0.0,0.0,21.76444,0.0,0.0,0.0,18.89649,0.0,0.0,0.0,0.0,0.0,28.636889,8.94543,0.0,32.07428,0.023414254,18.213678,0.0,0.0,39.658066,0.0,0.0,0.0,8.012986,5.824353,0.3773659,0.0,0.0,0.0,0.0,6.662977,0.0,24.254519,6.522586,1.1391059,0.0,18.017889,0.0
0.0,0.44618124,2.8769305,1.350263,0.0,0.7266934,0.0,0.44724938,0.0,0.0,0.0,0.0,0.0,2.7375336,0.0,3.532023,4.01167,0.0,0.0,0.0,1.175704,0.0,0.0,4.947732,0.73079634,3.801805,4.0054183,2.456994,2.9866042,2.610262,0.06509596,3.7615952,0.0,2.4077263,0.0,4.6525097,0.8077302,0.0,0.0,0.4397549,0.0,0.0,3.507936,2.7107387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3208336,0.0,0.0,0.0,0.0,0.0,0.0,0.7031156,0.0,0.0,0.0,0.0,2.1263404,0.0,0.0,0.0,1.9778714,0.0,0.0,0.0,0.0,0.0,2.7661104,1.5844567,0.0,3.3571074,0.0,2.0515623,0.0,0.0,4.048294,0.0,0.0,0.0,2.0557227,0.0,0.0,0.0,0.0,0.0,0.0,1.6496987,0.0,3.3885248,0.75776875,0.0,0.0,1.8668848,0.0,0.0,10.242754,25.259846,6.157735,1.3855215,2.7336342,0.0,8.501128,0.0,0.0,0.016355518,0.0,0.0,23.912146,0.0,33.142323,40.1967,0.0,0.0,0.0,13.970804,0.0,0.0,41.9265,7.056398,32.199955,39.520233,23.351929,24.24742,18.119177,7.7433195,38.15597,0.0,13.008654,0.0,44.591877,13.370419,0.0,0.0,2.436468,0.0,0.0,30.97029,23.3039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.558018,0.0,0.0,0.0,0.0,0.0,0.0,5.9653926,0.0,0.0,0.0,0.0,21.76444,0.0,0.0,0.0,18.89649,0.0,0.0,0.0,0.0,0.0,28.636889,8.94543,0.0,32.07428,0.023414254,18.213678,0.0,0.0,39.658066,0.0,0.0,0.0,8.012986,5.824353,0.3773659,0.0,0.0,0.0,0.0,6.662977,0.0,24.254519,6.522586,1.1391059,0.0,18.017889,0.0
0.0,0.13451733,2.459981,1.4363674,0.0,0.55727947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.455442,0.0,3.4639173,3.493292,0.0,0.0,0.0,0.74848497,0.0,0.0,4.5932956,1.0169694,3.4850402,3.749165,1.8967729,2.687829,2.935127,0.0,3.4258866,0.0,2.7265687,0.0,4.9449606,1.2533325,0.0,0.0,0.0,0.0,0.0,3.0464437,2.7784705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3737541,0.0,0.0,0.0,0.0,0.0,0.0,0.83916336,0.0,0.0,0.0,0.0,2.1687775,0.0,0.0,0.0,1.4462249,0.0,0.0,0.0,0.0,0.0,2.4333372,1.5707245,0.0,3.0589638,0.0,2.1213858,0.0,0.0,4.024306,0.0,0.0,0.0,1.871494,0.31705606,0.0,0.0,0.0,0.0,0.0,1.5093365,0.0,3.1191497,0.1247153,0.0,0.0,2.1523545,0.0,0.0,10.242754,25.259846,6.157735,1.3855215,2.7336342,0.0,8.501128,0.0,0.0,0.016355518,0.0,0.0,23.912146,0.0,33.142323,40.1967,0.0,0.0,0.0,13.970804,0.0,0.0,41.9265,7.056398,32.199955,39.520233,23.351929,24.24742,18.119177,7.7433195,38.15597,0.0,13.008654,0.0,44.591877,13.370419,0.0,0.0,2.436468,0.0,0.0,30.97029,23.3039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.558018,0.0,0.0,0.0,0.0,0.0,0.0,5.9653926,0.0,0.0,0.0,0.0,21.76444,0.0,0.0,0.0,18.89649,0.0,0.0,0.0,0.0,0.0,28.636889,8.94543,0.0,32.07428,0.023414254,18.213678,0.0,0.0,39.658066,0.0,0.0,0.0,8.012986,5.824353,0.3773659,0.0,0.0,0.0,0.0,6.662977,0.0,24.254519,6.522586,1.1391059,0.0,18.017889,0.0
